...1,Property Name,Price,House Type,Area in sq ft,No. of Bedrooms,Location,City/County,region,subregion,large_region,price_per_sq_ft
2209,Ormiston Grove,2000000,House,3165,5,NA,London,W12,0JR,Outer,631.911532385466
2210,The Heights,1075000,Flat / Apartment,1138,2,Hampstead,London,NW3,6XS,Middle,944.6397188049209
2211,Henderson Road,5000000,House,4980,6,NA,London,SW18,3RR,Outer,1004.0160642570281
2212,Victoria Rise,1750000,New development,2431,4,Hilgrove Road,London,NW6,4TH,Middle,719.8683669271904
2213,Bridge Lane,1850000,House,1679,3,NA,London,SW11,3AD,Middle,1101.84633710542
2214,Dunbar Wharf,900000,Flat / Apartment,1054,2,Limehouse,London,E14,8BB,Middle,853.8899430740038
2215,Peninsula Heights,4795000,Flat / Apartment,3943,5,Vauxhall,London,SE1,7TY,central,1216.0791275678419
2216,Pissarro House,600000,Flat / Apartment,568,1,Augustas Lane,London,N1,1QT,central,1056.338028169014
2217,Old York Road,665000,Flat / Apartment,956,2,NA,London,SW18,1SS,Outer,695.6066945606694
2218,Brodrick Road,1650000,House,2335,3,Wandsworth,London,SW17,7DX,Outer,706.6381156316917
2220,Victoria Road,2250000,House,2030,6,NA,London,NW6,6TD,Middle,1108.3743842364531
2221,Grosvenor Avenue,1245000,House,1773,4,NA,London,SW14,8BX,Further Outer,702.1996615905246
2222,Cadogan Terrace,435000,Flat / Apartment,510,1,Hackney,London,E9,5EL,Middle,852.9411764705883
2223,Pleydell Avenue,2000000,House,2315,5,NA,London,W6,0XX,Outer,863.9308855291576
2224,Churston Mansions,700000,Penthouse,623,2,176 Gray's Inn Road,London,WC1,8ER,Further Outer,1123.5955056179776
2225,Harland House,730000,New development,801,2,30-34 Woodfield Place,London,W9,2BJ,Middle,911.3607990012484
2227,Marylebone High Street,7250000,New development,1991,3,Marylebone,London,W1,4PY,central,3641.386238071321
2228,Manville Road,2895000,House,4503,7,NA,London,SW17,8JL,Outer,642.9047301798801
2229,Chesterfield House,2850000,Flat / Apartment,1275,3,Mayfair,London,W1,5JX,central,2235.294117647059
2230,Cambridge Road,599950,Flat / Apartment,710,2,NA,London,SW11,4RR,Middle,845
2231,Wesley Street,5250000,House,3092,5,Marylebone,London,W1,8PT,central,1697.9301423027166
2232,Hugero Point,600000,Flat / Apartment,869,2,Greenwich,London,SE10,0GS,Outer,690.4487917146145
2233,Abbeville Road,2350000,House,3071,5,NA,London,SW4,9JL,Middle,765.2230543796809
2234,Cromford Road,899950,Flat / Apartment,1195,2,Putney,London,SW18,1PA,Outer,753.0962343096235
2235,Islington Green,670000,Flat / Apartment,662,1,NA,London,N1,2XA,central,1012.0845921450151
2236,Buckingham Court,1175000,Flat / Apartment,776,2,Notting Hill,London,W11,3BP,Middle,1514.1752577319587
2237,Bramfield Road,1550000,House,1953,4,NA,London,SW11,6PZ,Middle,793.6507936507936
2238,Honeywell Road,1995000,House,2116,5,NA,London,SW11,6EQ,Middle,942.8166351606806
2239,Cadogan Place,1950000,Flat / Apartment,809,2,NA,London,SW1,9RU,central,2410.383189122373
2240,Dorset Court,725000,Duplex,940,3,Hertford Road,London,N1,4SD,central,771.2765957446809
2241,Priory Road,2250000,House,2293,4,South Hampstead,London,NW6,4NN,Middle,981.2472743131269
2242,Adelphi Court,400000,Flat / Apartment,708,2,Chiswick,London,W4,4QF,Further Outer,564.9717514124294
2244,Albert Bridge Road,1500000,Flat / Apartment,1186,3,NA,London,SW11,4PY,Middle,1264.7554806070825
2245,Brodrick Road,2150000,House,2598,5,Wandsworth,London,SW17,7DX,Outer,827.5596612779061
2246,Stillingfleet Road,895000,House,1133,3,Barnes,London,SW13,9AG,Further Outer,789.9382171226831
2247,Bute Gardens,2175000,House,2243,4,NA,London,W6,7DS,Outer,969.6834596522515
2248,Manchuria Road,1750000,House,2012,5,NA,London,SW11,6AF,Middle,869.7813121272366
2249,Pembridge Crescent,8500000,Flat / Apartment,3493,4,NA,London,W11,3DS,Middle,2433.438305181792
2250,Cato Street,2500000,House,1888,3,Marylebone,London,W1,5JH,central,1324.1525423728813
2251,St. Alphonsus Road,925000,House,760,2,NA,London,SW4,7BW,Middle,1217.1052631578948
2252,Sugar House,550000,Flat / Apartment,481,1,99 Leman Street,London,E1,8GH,central,1143.4511434511435
2253,Boatman's Court,879950,New development,1048,2,Putney,London,SW15,1PP,Further Outer,839.6469465648855
2254,Airedale Avenue,2300000,House,2526,5,Chiswick,London,W4,2NN,Further Outer,910.5304829770388
2255,Millennium House,650000,Flat / Apartment,664,2,Putney,London,SW15,2DN,Further Outer,978.9156626506024
2256,Alacia Court,600000,New development,813,2,Palmerston Road,London,W3,8GJ,Further Outer,738.0073800738007
2257,Quebec Wharf,775000,Flat / Apartment,941,1,315 Kingsland Road,London,E8,4DJ,Middle,823.5919234856535
2258,Cumberland Terrace,7250000,Flat / Apartment,2248,4,Regent's Park,London,NW1,4HP,central,3225.08896797153
2259,Winsham Grove,950000,Flat / Apartment,1160,3,NA,London,SW11,6NE,Middle,818.9655172413793
2260,Alderbrook Road,1650000,House,2434,5,NA,London,SW12,8AF,Outer,677.8964667214461
2261,Ellington Street,1000000,Flat / Apartment,909,2,NA,London,N7,8PL,Middle,1100.1100110011
2262,Mayford Road,975000,Flat / Apartment,1281,2,NA,London,SW12,8RZ,Outer,761.1241217798595
2263,Compass House,675000,Flat / Apartment,1097,2,Smugglers Way,London,SW18,1DB,Outer,615.3144940747493
2264,Palace Place,3495000,Flat / Apartment,2176,3,NA,London,SW1,5BJ,central,1606.1580882352941
2265,Heathview Court,350000,Flat / Apartment,507,1,70 Parkside,London,SW19,5NL,Further Outer,690.335305719921
2267,Leinster Square,1250000,Flat / Apartment,763,1,Bayswater,London,W2,4NQ,Middle,1638.26998689384
2268,Wallace Road,800000,Flat / Apartment,1022,2,Canonbury,London,N1,2PQ,central,782.7788649706458
2269,Malvern Road,735000,Flat / Apartment,747,2,Hackney,London,E8,3LJ,Middle,983.9357429718875
2270,Redfield Lane,1995000,New development,1495,4,NA,London,SW5,0RQ,Middle,1334.448160535117
2271,Emmanuel Road,1350000,House,2355,5,NA,London,SW12,0HR,Outer,573.2484076433121
2272,Rossiter Road,995000,House,1255,4,NA,London,SW12,9RY,Outer,792.8286852589641
2273,Streathbourne Road,2000000,House,2680,6,NA,London,SW17,8RA,Outer,746.2686567164179
2274,Rydal Road,750000,Flat / Apartment,1019,2,NA,London,SW16,1QF,Outer,736.0157016683023
2275,Ontario Tower,1450000,Flat / Apartment,1849,2,4 Fairmont Avenue,London,E14,9JD,Middle,784.2076798269335
2276,South Quay  Plaza,1300000,New development,1203,3,Canary Wharf,London,E14,9SH,Middle,1080.6317539484621
2277,Hammersmith Grove,800000,Flat / Apartment,833,2,NA,London,W6,0NJ,Outer,960.3841536614646
2280,Grafton Square,2000000,House,2226,4,NA,London,SW4,0DB,Middle,898.4725965858041
2281,Cambridge Heath Road,360000,Flat / Apartment,411,1,Bethnal Green,London,E2,9RA,central,875.9124087591241
2282,Octavia House,950000,Flat / Apartment,970,2,Fulham,London,SW6,2FJ,Outer,979.3814432989691
2284,Grosvenor Square,2950000,Flat / Apartment,840,2,Mayfair,London,W1,6LD,central,3511.904761904762
2285,Hosack Road,1200000,House,1572,3,NA,London,SW17,7QP,Outer,763.3587786259542
2286,Fulham Road,15000000,New development,6333,4,NA,London,SW10,9UZ,Middle,2368.5457129322594
2287,Worple Road,950000,Penthouse,1255,2,NA,London,SW19,4BJ,Further Outer,756.9721115537849
2288,Hereford Road,1495000,Flat / Apartment,939,2,NA,London,W2,4TQ,Middle,1592.1192758253462
2289,Cumberland Street,2750000,House,2738,5,NA,London,SW1,4LZ,central,1004.3827611395179
2290,Manfred Court,615000,Flat / Apartment,694,2,Manfred Road,London,SW15,2RT,Further Outer,886.1671469740634
2291,St. Ann's Crescent,580000,Flat / Apartment,817,2,Wandsworth,London,SW18,2LR,Outer,709.9143206854345
2292,Selhurst Close,475000,Flat / Apartment,695,2,NA,London,SW19,6AZ,Further Outer,683.4532374100719
2293,Tooting Bec Gardens,525000,Flat / Apartment,1152,3,NA,London,SW16,1RB,Outer,455.7291666666667
2294,Skysail Building,325000,Flat / Apartment,500,1,210 Poplar High Street,London,E14,0BB,Middle,650
2295,Northways,995000,Flat / Apartment,1039,2,College Crescent,London,NW3,5DP,Middle,957.6515880654475
2296,Zulu Mews,995000,House,1275,2,Battersea,London,SW11,2BQ,Middle,780.3921568627451
2297,Pelham Road,1295000,House,1775,3,NA,London,SW19,1NP,Further Outer,729.5774647887324
2298,Barmouth Road,1150000,House,1758,4,Wandsworth,London,SW18,2DT,Outer,654.1524459613197
2299,Brocklebank Road,1100000,House,1432,4,Wandsworth,London,SW18,3AT,Outer,768.1564245810056
2300,Killarney Road,560000,Flat / Apartment,661,2,NA,London,SW18,2DU,Outer,847.2012102874432
2301,Townshend Court,475000,Flat / Apartment,471,1,Shannon Place,London,NW8,7DP,Middle,1008.4925690021231
2302,Exchange Building,1100000,Penthouse,1052,2,Shoreditch,London,E1,6NQ,central,1045.6273764258556
2303,Cadogan Square,7250000,Flat / Apartment,2258,3,NA,London,SW1,0HU,central,3210.8060230292294
2305,Crogsland Road,499999,Flat / Apartment,464,1,Chalk Farm,London,NW1,8AY,central,1077.584051724138
2306,Erskine Road,398000,Flat / Apartment,292,1,Primrose Hill,London,NW3,3AJ,Middle,1363.013698630137
2307,Turner Place,845000,House,776,2,NA,London,SW11,1EB,Middle,1088.9175257731958
2308,Thornhill Grove,2100000,House,1677,3,Islington,London,N1,1JG,central,1252.2361359570662
2309,Ockendon Road,1395000,Flat / Apartment,1359,3,NA,London,N1,3NW,central,1026.4900662251655
2310,Regis Place,900000,Flat / Apartment,1013,2,10 Llanvanor Road,London,NW2,2AP,Outer,888.4501480750247
2311,Dartmouth Park Road,1850000,House,1623,3,NA,London,NW5,1SU,Middle,1139.864448552064
2312,Belsize Park Gardens,4500000,Flat / Apartment,2774,4,Belsize Park,London,NW3,4LD,Middle,1622.2062004325883
2315,Rosary Gardens,1495000,Flat / Apartment,868,2,NA,London,SW7,4NN,Middle,1722.3502304147466
2316,Carlton Road,1245000,House,1489,4,NA,London,SW14,7RJ,Further Outer,836.1316319677636
2317,Bridewell Place,950000,Flat / Apartment,1087,3,NA,London,E1,2PB,central,873.965041398344
2318,Wexford Road,3300000,House,4415,6,NA,London,SW12,8NH,Outer,747.4518686296716
2319,Dance Square,800000,Flat / Apartment,814,2,Clerkenwell,London,EC1,3AL,Further Outer,982.8009828009828
2321,Rockley Road,3000000,House,2853,5,NA,London,W14,0DA,Outer,1051.5247108307046
2322,Brynmaer Road,2350000,House,2299,5,Battersea,London,SW11,4EN,Middle,1022.1835580687256
2323,Kings Gate Walk,1860000,Flat / Apartment,1174,2,Victoria,London,SW1,6AN,central,1584.3270868824532
2324,Eccleston Square,850000,Flat / Apartment,601,2,Westminster,London,SW1,1NS,central,1414.3094841930117
2325,Horizon Building,650000,Flat / Apartment,929,2,Canary Wharf,London,E14,4AW,Middle,699.6770721205597
2326,Fulham Park Gardens,775000,Flat / Apartment,780,3,NA,London,SW6,4JZ,Outer,993.5897435897435
2328,Oxberry Avenue,625000,Flat / Apartment,693,2,Fulham,London,SW6,5SP,Outer,901.8759018759018
2329,Barons Walk,885000,New development,1175,3,Kenninghall Road,London,E5,8DF,Middle,753.1914893617021
2330,Sefton Street,595000,New development,647,2,Putney,London,SW15,1NA,Further Outer,919.629057187017
2331,Sefton Street,595000,New development,657,2,Putney,London,SW15,1NA,Further Outer,905.6316590563166
2332,Sefton Street,539950,New development,592,2,Putney,London,SW15,1NA,Further Outer,912.0777027027027
2333,Thornton Place,750000,Flat / Apartment,1420,2,Clapham Common North Side,London,SW4,0AB,Middle,528.169014084507
2334,Willow Bridge Road,1750000,Flat / Apartment,1203,3,Islington,London,N1,2LA,central,1454.6965918536991
2335,Seacon Tower,575000,Flat / Apartment,701,2,5 Hutchings Street,London,E14,8JX,Middle,820.2567760342369
2336,Blandfield Road,1300000,House,1272,4,NA,London,SW12,8BG,Outer,1022.0125786163522
2337,Aumbrey Apartments,650000,Flat / Apartment,864,3,Eastway,London,E9,5HE,Middle,752.3148148148148
2338,St Georges Terrace,2750000,Flat / Apartment,1471,3,Primrose Hill,London,NW1,8XH,central,1869.4765465669614
2339,Gloucester Avenue,2275000,Flat / Apartment,1540,3,Primrose Hill,London,NW1,8JD,central,1477.2727272727273
2340,Grosvenor Waterside,1295000,Flat / Apartment,887,2,9 Gatliff Road,London,S1W,8DQ,Further Outer,1459.977452085682
2343,Beauchamp Road,760000,Flat / Apartment,764,2,NA,London,SW11,1PG,Middle,994.7643979057592
2344,Orlando Road,850000,Flat / Apartment,820,2,NA,London,SW4,0LF,Middle,1036.5853658536585
2349,Graham Road,1575000,House,1799,4,Hackney,London,E8,1BZ,Middle,875.4863813229572
2350,Gaumont Place,625000,New development,667,2,NA,London,SW2,4GD,Outer,937.03148425787106
2351,Rusthall Avenue,1900000,House,2199,4,Chiswick,London,W4,1BS,Further Outer,864.0291041382446
2352,Cleveland Road,2895000,House,3334,6,Barnes,London,SW13,0AA,Further Outer,868.3263347330534
2353,Sinclair Road,725000,Flat / Apartment,748,2,NA,London,W14,0NJ,Outer,969.2513368983957
2354,Television Centre,750000,Flat / Apartment,580,1,101 Wood Lane,London,W12,7FT,Outer,1293.103448275862
2355,Abercrombie Street,1100000,House,1324,3,NA,London,SW11,2JB,Middle,830.8157099697885
2356,Ransomes Dock,2350000,Flat / Apartment,2168,3,Battersea,London,SW11,4NP,Middle,1083.9483394833949
2357,Romney House,2150000,Flat / Apartment,1959,3,47 Marsham Street,London,SW1,3DR,central,1097.4987238386932
2358,Worple Road,1300000,House,2346,5,Wimbledon,London,SW20,8RQ,Further Outer,554.1346973572038
2359,Steeple Court,795000,Flat / Apartment,1082,2,Wimbledon,London,SW19,7BP,Further Outer,734.7504621072088
2360,Cottenham Park Road,1350000,Flat / Apartment,1888,3,Wimbledon,London,SW20,0RZ,Further Outer,715.042372881356
2361,Penshurst Road,510000,Flat / Apartment,721,2,NA,London,E9,7DT,Middle,707.3509015256589
2362,Landmark Court,550000,Flat / Apartment,469,2,Marylebone,London,NW1,6SL,central,1172.7078891257995
2363,Eamont Court,635000,Flat / Apartment,619,2,Eamont Street,London,NW8,7DG,Middle,1025.8481421647818
2364,Visage Apartments,670000,Flat / Apartment,669,1,Winchester Road,London,NW3,3NE,Middle,1001.4947683109118
2366,City Road,1000000,Flat / Apartment,1173,2,Shoreditch,London,EC1,2NR,Further Outer,852.5149190110827
2367,First Street,3650000,House,1616,2,NA,London,SW3,2LD,Middle,2258.6633663366338
2369,Amerland Road,1075000,House,1255,3,Putney,London,SW18,1PZ,Outer,856.5737051792829
2370,Chelverton Road,799950,Flat / Apartment,905,2,Putney,London,SW15,1RN,Further Outer,883.9226519337017
2371,Carlton Drive,3695000,House,4661,6,Putney,London,SW15,2DH,Further Outer,792.748337266681
2373,Sisters Avenue,500000,Flat / Apartment,524,2,NA,London,SW11,5SQ,Middle,954.1984732824427
2374,Ashness Road,855000,Flat / Apartment,926,2,NA,London,SW11,6RY,Middle,923.3261339092873
2375,Shamrock Street,675000,Flat / Apartment,693,2,NA,London,SW4,6HE,Middle,974.025974025974
2376,Turner Place,1295000,House,1324,4,NA,London,SW11,1EB,Middle,978.0966767371601
2377,Broxash Road,1450000,House,1920,5,NA,London,SW11,6AB,Middle,755.2083333333334
2378,Lillieshall Road,1675000,House,1558,3,NA,London,SW4,0LP,Middle,1075.0962772785622
2379,Old York Road,450000,Flat / Apartment,458,1,NA,London,SW18,1SS,Outer,982.5327510917031
2380,Old York Road,600000,Flat / Apartment,818,2,NA,London,SW18,1SS,Outer,733.4963325183375
2381,Old York Road,525000,Flat / Apartment,565,1,NA,London,SW18,1SS,Outer,929.2035398230089
2382,Westside Court,850000,Flat / Apartment,791,2,Elgin Avenue,London,W9,2NP,Middle,1074.589127686473
2383,Hallam Street,1095000,Flat / Apartment,663,2,Marylebone,London,1W,6JN,Further Outer,1651.5837104072398
2384,Wimpole Street,2575000,Flat / Apartment,1374,3,Marylebone,London,W1,8AE,central,1874.090247452693
2385,Mount Street,1750000,Flat / Apartment,1089,2,Mayfair,London,W1,2RP,central,1606.9788797061524
2387,Groom Place,1950000,House,1010,2,NA,London,SW1,7BA,central,1930.6930693069307
2388,Tedworth Square,1395000,Flat / Apartment,757,1,NA,London,SW3,4DY,Middle,1842.800528401585
2389,Aubrey Road,3200000,House,2282,3,NA,London,W8,7JJ,Middle,1402.2787028921998
2390,Campden Hill Gardens,775000,Flat / Apartment,476,1,NA,London,W8,7AX,Middle,1628.1512605042017
2391,Callcott Street,2300000,House,1433,3,NA,London,W8,7SU,Middle,1605.0244242847173
2392,Hillborough Court,300000,Flat / Apartment,483,1,Livermere Road,London,E8,4LG,Middle,621.1180124223603
2393,St. Anns Gardens,1795000,House,1787,4,Kentish Town,London,NW5,4ER,Middle,1004.4767767207611
2394,Creighton Avenue,1550000,House,1888,4,NA,London,N2,9BJ,Outer,820.9745762711865
2395,Roderick Road,875000,Flat / Apartment,985,2,NA,London,NW3,2NL,Middle,888.3248730964467
2396,Inglethorpe Street,2350000,House,2858,5,Fulham,London,SW6,6NX,Outer,822.2533240027991
2397,Rivermead Court,1950000,Flat / Apartment,1730,3,Ranelagh Gardens,London,SW6,3RT,Outer,1127.1676300578035
2398,Pursers Cross Road,1400000,House,1102,3,Fulham,London,SW6,4QX,Outer,1270.4174228675136
2399,Park View Road,2750000,House,3558,7,NA,London,W5,2JB,Further Outer,772.9061270376616
2400,Gunnersbury Avenue,500000,Flat / Apartment,770,2,Ealing,London,W5,3NJ,Further Outer,649.3506493506494
2405,Flaxman House,870000,Flat / Apartment,635,1,1-3 Coleherne Road,London,SW10,9BS,Middle,1370.0787401574803
2406,Bolton Gardens,1160000,Flat / Apartment,689,2,NA,London,SW5,0AQ,Middle,1683.599419448476
2407,Columbia Gardens,1350000,New development,1023,3,NA,London,SW6,1FU,Outer,1319.6480938416423
2408,Wapping Lane,1075000,Flat / Apartment,1575,2,NA,London,E1,2RR,central,682.5396825396825
2409,Clapham Common South Side,695000,Flat / Apartment,848,2,NA,London,SW4,9DX,Middle,819.5754716981132
2410,Holmside Road,1225000,House,1350,3,NA,London,SW12,8RJ,Outer,907.4074074074074
2411,Sarsfeld Road,2300000,House,2668,5,NA,London,SW12,8HL,Outer,862.0689655172414
2412,Broadway Lofts,550000,Flat / Apartment,848,2,10 Gatton Road,London,SW17,0EE,Outer,648.5849056603773
2413,City Tower,450000,Flat / Apartment,640,2,Canary Wharf,London,E14,9LU,Middle,703.125
2414,Hugero Point,399995,Flat / Apartment,569,1,2 Rennie Street,London,SE10,0GS,Outer,702.9789103690686
2415,Trinity Tower,650000,Flat / Apartment,1399,2,Canary Wharf;,London,E14,9JW,Middle,464.61758398856324
2416,Myddelton Square,950000,Flat / Apartment,963,2,Clerkenwell,London,EC1,1YA,Further Outer,986.5005192107996
2417,Saffron Hill,885000,Flat / Apartment,747,2,Clerkenwell,London,EC1,8QS,Further Outer,1184.7389558232933
2418,St. Albans Avenue,1595000,House,1688,5,Chiswick,London,W4,5JR,Further Outer,944.9052132701422
2419,Eden Studios,675000,House,705,2,20-24 Beaumont Road,London,W4,5AP,Further Outer,957.4468085106383
2420,Mallord Street,11200000,House,4576,5,NA,London,SW3,6DU,Middle,2447.5524475524476
2421,Westfields Avenue,2500000,House,3491,6,Barnes,London,SW13,0AT,Further Outer,716.1271841879118
2422,Television Centre,775000,New development,672,1,101 Wood Lane,London,W12,7FS,Outer,1153.2738095238096
2423,Bentley House,995000,Flat / Apartment,1081,3,22 Bute Gardens,London,W6,7DR,Outer,920.4440333024977
2424,Drapers Court,570000,Flat / Apartment,640,1,59 Lurline Gardens,London,SW11,4DF,Middle,890.625
2425,Albany Mansions,950000,Flat / Apartment,935,2,Battersea,London,SW11,4PG,Middle,1016.0427807486631
2426,Phillip House,550000,Flat / Apartment,569,2,Shoreditch,London,E1,5LW,central,966.6080843585237
2427,Thames Reach,1200000,Flat / Apartment,1101,2,Fulham,London,W6,9HS,Outer,1089.9182561307903
2428,Hill Court,1900000,Flat / Apartment,1961,3,Wimbledon,London,SW19,7PD,Further Outer,968.8934217236105
2429,Trinity Road,600000,Flat / Apartment,721,2,Wandsworth,London,SW18,3SN,Outer,832.1775312066575
2430,Clifton Hill,5750000,House,3753,6,St John's Wood,London,NW8,0JT,Middle,1532.107647215561
2431,Julius Seal House,450000,Flat / Apartment,549,1,1A Belsham Street,London,E9,6FA,Middle,819.672131147541
2432,Balcombe Street,2950000,House,2142,4,NA,London,NW1,6HE,central,1377.2175536881418
